refseq:YP_272290	ncbitaxon:264730	TrbI	conjugal transfer protein
refseq:YP_272286	ncbitaxon:264730	TrbL	conjugal transfer protein
refseq:YP_272263	ncbitaxon:264730	TrbL	hypothetical protein
refseq:YP_272310	ncbitaxon:264730	DUF332	addiction module toxin, RelE/StbE family
refseq:YP_272291	ncbitaxon:264730	VirB11	conjugal transfer protein
refseq:YP_272270	ncbitaxon:264730	DUF172	prevent-host-death family protein
refseq:YP_272257	ncbitaxon:264730	Replicase	Replicase family family
refseq:YP_272305	ncbitaxon:264730	Replicase	relaxase, putative
refseq:YP_272296	ncbitaxon:264730	TraG_VirD4	conjugal transfer protein
refseq:YP_272275	ncbitaxon:264730	Sugar_tr	major facilitator family transporter
refseq:YP_272272	ncbitaxon:264730	INT_SG4	site-specific recombinase, phage integrase family
refseq:YP_272293	ncbitaxon:264730	INT_SG4	hypothetical protein
refseq:YP_272285	ncbitaxon:264730	INT_SG4	hypothetical protein
refseq:YP_272260	ncbitaxon:264730	COG3636	transcriptional regulator, Cro/CI family
refseq:YP_272267	ncbitaxon:264730	COG3636	hypothetical protein
refseq:YP_272314	ncbitaxon:264730	ExeA	exeA-like protein
refseq:YP_272277	ncbitaxon:264730	HipB	transcriptional regulator, PbsX family
refseq:YP_272303	ncbitaxon:264730	HipB	hypothetical protein
refseq:YP_272295	ncbitaxon:264730	HipB	hypothetical protein
refseq:YP_272297	ncbitaxon:264730	HipB	killer protein, putative
refseq:YP_272274	ncbitaxon:264730	COG0579	hypothetical protein
refseq:YP_272288	ncbitaxon:264730	VirB8	conjugal transfer protein
refseq:YP_272298	ncbitaxon:264730	TopA	DNA topoisomerase III
refseq:YP_272258	ncbitaxon:264730	Peptidase_S24	ultraviolet light resistance protein A
refseq:YP_272262	ncbitaxon:264730	Peptidase_S24	hypothetical protein
refseq:YP_272265	ncbitaxon:264730	Peptidase_S24	hypothetical protein
refseq:YP_272289	ncbitaxon:264730	CagX	conjugal transfer protein
refseq:YP_272300	ncbitaxon:264730	SSB	single-strand binding protein
refseq:YP_272292	ncbitaxon:264730	SSB	hypothetical protein
refseq:YP_272269	ncbitaxon:264730	Transposase_mut	ISPsy18, transposase
